Gene,baseMean,log2_FoldChange,pvalue
KRBA2,5.06,0.38,0.475004126
QSOX2,9.27,0.06,0.426860678
CACNA1A,6.78,-0.18,0.407586079
AC138035.1,3.45,0.47,0.536838075
MYEF2,10.23,-0.07,0.419125197
SLC9B1,3.97,0.4,0.497582203
AC068587.2,6.79,0.15,0.435421687
RBM39,12.41,0.01,0.4231159
MTF1,12.23,-0.05,0.420619447
GJC2,5.82,-0.19,0.405623743
LIN54,10.19,-0.07,0.41911293
HNRNPA1,15,0.03,0.423551673
WDR62,8.78,-0.06,0.418759772
CHAF1A,10.32,0.08,0.426817141
AC084033.3,10.32,-0.05,0.420249341
CYP2A13,7.49,-0.15,0.411535968
ORC5,8.79,-0.1,0.416658307
RASL11A,6.33,0.18,0.440130966
PCSK5,11.31,-0.03,0.421464264
AC010503.4,8.25,0.09,0.4286171
ALPK1,10.68,-0.04,0.420147315
TIMP3,9.03,0.08,0.428297172
FAAH2,9.24,0.04,0.425171208
AC064807.1,6.71,0.24,0.4456306
MTMR6,10.91,-0.09,0.417962437
MRPL9,10.03,0.1,0.428131397
C17orf67,5.67,0.18,0.442275014
ALKBH3,9.1,0.04,0.425211531
AC010359.1,3.32,0.39,0.512190809
NUP50-AS1,9.92,-0.05,0.419385443
AC008972.2,4.11,-0.34,0.381827942
FKBPL,7.59,-0.1,0.415240689
LMO7-AS1,7.04,0.11,0.431973941
FYB2,9.54,-0.05,0.419654374
RARRES2,7.05,0.22,0.441851009
DLEU1,7.14,0.11,0.432393071
ING2,8.84,-0.06,0.418785683
BX470102.1,3.22,-0.6,0.346217781
IL33,11.35,-0.12,0.416342647
AP001085.1,3.9,-0.7,0.347419432
CAPS2,10.93,-0.11,0.416608365
AC105219.4,3.8,-0.38,0.375639808
PDRG1,9.06,-0.08,0.418056697
MAP1A,14.23,-0.04,0.421304841
NPM1P37,#NUM!,#NUM!,#NUM!
LUCAT1,3.68,0.29,0.475331195
NPRL2,8.69,-0.07,0.418073161
SCHIP1,4.86,0.27,0.457979065
LURAP1L,8.57,0.07,0.427447236
GNG5,11.54,-0.05,0.420171107
RBM28,10.88,0.04,0.424431343
PIAS2,10.46,-0.05,0.419551272
PFKFB3,10.88,-0.05,0.420371877
TRPS1,11.38,-0.08,0.418647545
LIPT1,6.83,-0.17,0.40898328
NSMF,9.14,0.11,0.430218261
DENND5B,7.6,-0.17,0.410770368
AC010336.5,4.42,-0.51,0.36958704
DOPEY2,10.96,0.04,0.425127751
AL391832.2,4.21,-0.33,0.384459405
SSR4,11.33,-0.03,0.420791248
PI3,11.41,0.14,0.429564894
SNX9,10.5,-0.03,0.421010919
RPP40,7.91,0.1,0.430148442
RTN4RL1,8.09,0.08,0.428962683
AC102945.2,3.18,-0.43,0.360987929
SHISA2,6.61,-0.21,0.404864144
CNN2,12.8,0.07,0.425538595
CADM1,8.69,-0.11,0.415519354
EVA1C,10.68,0.07,0.42612212
LATS1,11.51,-0.08,0.418692124
PRKAR2B,9,-0.12,0.415567727
HARS2,9.9,0.05,0.42559413
LDLRAD4,10.61,-0.05,0.419595024
AL138724.1,5.21,0.2,0.44674837
AL021578.1,2.43,-0.25,0.373513591
NEK8,7.93,0.07,0.427843798
RPS4Y1,12.08,0.02,0.423929139
LUC7L,9.2,-0.09,0.416699726
NAA60,9.96,-0.03,0.420920532
CIDECP,6.77,0.15,0.436622258
FBXO15,10.54,-0.04,0.420475823
EMP3,7.59,-0.14,0.411900056
ZNF502,7.61,-0.18,0.409617474
TGM5,5.93,-0.13,0.40990666
PKMYT1,7.54,0.19,0.437976151
HSDL1,10.17,-0.03,0.420580259
CCSER2,11.47,-0.09,0.417858864
ABCC6P1,6.29,-0.16,0.408703831
AHCYL2,11.19,0.03,0.424551677
AC015912.3,3.88,0.19,0.452956734
VPS26C,9.96,0.05,0.425188639
CLDN16,9.74,-0.12,0.415711674
RPN2,12.31,-0.03,0.421250123
AC005790.1,6.22,0.18,0.440407427
DYNC2H1,14.05,-0.08,0.419399436
AC022034.2,8.23,-0.05,0.418723697
MAN2A2,9.55,0.05,0.426111928
PPIL2,10.4,0.06,0.426019548
COL1A1,9.64,-0.1,0.416783656
AC099676.1,6.64,0.12,0.432889491
TMEM199,8.68,0.04,0.425335526
HERPUD1,10.46,-0.05,0.420282054
FUOM,6.86,-0.12,0.412363165
NRBP1,11.41,0.04,0.424688387
RAB25,11.3,0.03,0.424533189
AL139398.1,3.62,0.54,0.548679444
HIPK3,13.54,-0.07,0.419694485
GEM,7.29,0.1,0.430250594
EEF1AKMT2,8.57,-0.08,0.417799478
CHRNE,3.73,0.28,0.475398713
GOLGA8N,6.47,-0.22,0.404840795
AP000766.1,6.4,0.17,0.438903972
CDC6,8.23,0.11,0.431081881
LINC01521,6.63,-0.14,0.411520229
KCNRG,8.28,-0.13,0.41385924
AC139100.2,#NUM!,#NUM!,#NUM!
PDE6B,8.92,-0.08,0.417988633
ATG16L1,10.15,0.05,0.42590494
FAM210B,11.78,0.02,0.423961682
TCF24,5.88,-0.22,0.402577623
CEPT1,10.63,-0.09,0.417486582
DHX38,11.47,0.08,0.426392059
FOXO3,12.66,-0.02,0.421437815
RNF43,10.29,0.03,0.424343769
NAF1,10.31,-0.06,0.41932948
TMPRSS13,8.92,0.08,0.427481152
TLX1,4.73,0.26,0.457538355
AC116913.1,5.46,0.27,0.453819163
PHF7,9.82,-0.08,0.41802392
ALMS1-IT1,3.59,-0.23,0.389050208
TXNDC11,9.85,-0.02,0.421093976
C5AR1,9.88,-0.05,0.419373005
EMSY,10.69,-0.02,0.421215391
PLAA,10.35,-0.06,0.419341611
IP6K1,11,0.04,0.424764579
TNFRSF11A,8.15,-0.1,0.416197091
AC007490.1,4.64,-0.47,0.373575952
RSAD2,8.62,0.07,0.427870496
ALKBH4,8.29,0.13,0.432021302
CCDC82,10.31,-0.12,0.416446295
HOMEZ,10.77,0.03,0.424626569
SFXN3,11.15,-0.06,0.41923572
BLMH,10.02,-0.05,0.4201765
ZNF667,7.83,-0.05,0.419008251
UBR1,11.25,-0.06,0.419266044
TG,5.37,0.1,0.434582304
MRRF,9.96,0.06,0.425779366
CAPN9,9.68,-0.07,0.418928093
C9orf50,3.95,0.14,0.443720968
TRIM73,5.75,-0.21,0.403638591
AC004803.1,6.48,-0.16,0.4085188
FCHO2,10.39,-0.12,0.41577319
BX255925.3,8.69,0.11,0.430146026
GNAL,11.84,-0.04,0.421035479
RPL5,14.14,0.06,0.425395748
ZNF23,4.74,-0.19,0.401268763
TIGD5,8.51,0.09,0.429354541
TRMT5,9.73,-0.07,0.418165699
SNHG7,9.67,0.07,0.426488595
NOL7,10.67,0.07,0.426491823
AC100858.3,6.22,-0.11,0.413394553
LINC01637,5.78,0.19,0.443016106
AL031282.2,8.12,-0.05,0.419141871
RAB9B,6.33,0.29,0.451307892
CATSPERD,9.33,-0.06,0.418578949
PROSER1,10.7,-0.07,0.418920103
TLE3,11.83,-0.07,0.419272113
GPATCH8,11.48,0.03,0.424166128
SLC25A20,8.39,-0.1,0.415487655
GGT7,9.43,0.08,0.428049434
AC007325.2,8.15,0.09,0.429177254
UBE2N,11.54,0.03,0.424495211
OSCP1,11.67,-0.04,0.420357536
AC026304.1,4.56,-0.25,0.394960122
AC107027.3,6.96,-0.17,0.409216948
PTCH1,9.61,-0.04,0.419870926
ANXA6,6.89,-0.13,0.411627176
CAPN8,7.17,0.06,0.427017969
ACBD7,9.84,-0.07,0.418599217
GIN1,8.04,-0.12,0.414746724
PIK3IP1-AS1,3.09,-0.56,0.348611312
FAM200A,8.41,-0.08,0.417708789
VPS13C,13.77,-0.06,0.419879576
LINC02532,4.1,-0.5,0.365674862
TOLLIP-AS1,4.49,-0.38,0.381782624
APOBEC3A,8,0.28,0.443842484
MAP2,8.12,0.11,0.430708245
ACTG1,15.72,0.04,0.423880057
CHRNA10,5.87,0.16,0.439286222
EGFL7,3.89,0.44,0.510369441
FBXO33,9.11,-0.1,0.416044396
TRIAP1,8.95,-0.05,0.419460276
AC015813.5,6.54,0.21,0.441869183
PUS10,8.42,-0.12,0.414211485
SNRPB,10.88,0.08,0.426962127
TIAM1,10.11,0.08,0.427294215
PAK6,8.26,0.09,0.429080996
COL9A2,9.29,-0.06,0.418970939
RMND5B,10,0.1,0.428544749
PRKAR2A,12.2,-0.01,0.422177559
ERCC-00160,6.35,0.25,0.447440308
HPS6,9.55,0.06,0.426324409
AL162386.2,4.77,0.14,0.44156141
GOLGA7B,5.98,0.18,0.441856368
IL1RL1,4.39,0.72,0.57552842
SNHG17,8.33,0.17,0.434453363
NISCH,11.31,0.09,0.426973086
CYB5R4,9.5,0.07,0.426558355
NPIPB2,5.8,-0.27,0.398090348
RPS3,14.37,0.03,0.423860754
AC145343.1,4.23,0.2,0.453111771
TP53INP1,12.41,-0.09,0.41821679
ALKBH2,8.1,0.09,0.429696591
ZNF808,10.15,-0.05,0.41945781
WIPI2,11.39,-0.03,0.421136613
EAF2,6.46,-0.17,0.408809074
ARHGDIB,9.04,0.05,0.426309649
FAM162A,10.31,0.07,0.426245705
TNNC1,5.04,0.21,0.448226538
HEXIM1,11.11,0.05,0.424922582
POLD2,11.75,0.08,0.426635586
HAUS4,8.52,0.07,0.42701446
DNMBP,11.62,-0.03,0.421166209
LINC02323,5.34,0.35,0.465887667
TMEM135,10.14,-0.1,0.417437468
TMPRSS11E,6.1,0.19,0.441930141
ESPL1,8.29,0.08,0.428334521
TNIP2,9.76,0.08,0.427061029
NAV2,12.28,-0.05,0.420317324
WNK1,13.72,-0.03,0.421672355
ANXA9,3.92,-0.72,0.345418042
GEMIN7,7.39,-0.08,0.417041317
DHRS12,6.58,-0.07,0.416646947
MIR34B,5.75,-0.27,0.398511194
COMT,11,0.08,0.426910908
SHC2,5.71,-0.16,0.407977115
AC021086.1,3.99,0.27,0.468400905
TRANK1,11.21,-0.02,0.421623589
MAJIN,5.48,0.22,0.448838826
DMRT2,9.05,0.09,0.428518981
OSMR-AS1,4.13,0.41,0.497716106
AC007566.1,4.05,-0.43,0.372312737
ACTRT3,5.9,0.28,0.45212889
GAS2L1,9.02,0.05,0.425889329
AL928654.1,6.77,-0.23,0.403762339
ERI1,9.44,-0.07,0.418431652
C7orf50,10.57,0.04,0.425219616
IRAK1BP1,9.57,-0.07,0.418093428
RAB3B,8.09,0.1,0.429480518
ATP23,6.57,0.15,0.43711328
SV2A,6.13,0.14,0.435802341
ZNF280B,6.1,0.13,0.434862269
GTF2E1,9.63,-0.05,0.41968241
NR2C2,11.41,-0.05,0.420476918
VWA3B,12.98,-0.05,0.420737635
AP1B1,11.96,0.07,0.426395165
SH2D3A,9.37,0.08,0.427245085
ANKRD6,9.62,-0.03,0.421258528
AL158152.1,2.26,-0.56,0.342259287
ATRNL1,5.66,0.3,0.456417671
ALDH3A2,12.6,0.03,0.424337954
INIP,10.17,-0.03,0.420955939
CYP24A1,8.83,0.07,0.426858717
YBX2,7.2,-0.14,0.412372999
TRMT2B,10.17,-0.05,0.419840805
TSPOAP1-AS1,6.4,0.11,0.432314284
LRRC34,11.19,-0.06,0.41992708
WDR93,9.69,-0.04,0.420287115
ADAMTS12,5.08,-0.34,0.389311005
ACTR6,10.58,-0.11,0.416767128
AQR,11.87,-0.03,0.421519787
ARHGEF39,7.24,0.14,0.4348252
PRUNE2,10.73,-0.06,0.419811126
NOL6,10.78,0.09,0.427189236
HYI,8.72,-0.06,0.419166817
CEP63,10.39,0.05,0.425828675
AL449106.1,6.09,0.16,0.438680457
KCNE3,11.26,0.08,0.426462868
FTH1P8,4.91,-0.27,0.394080045
LENG1,8.59,0.05,0.425599924
AL021068.1,4.39,0.18,0.448419957
ESRP2,11.38,0.07,0.426244016
ANKRD18CP,5.68,-0.15,0.408840237
CCDC188,5.99,-0.38,0.39029938
MROH9,11.4,-0.08,0.418654396
AL671883.2,3.5,0.41,0.512658632
ASPG,5.9,0.19,0.441896444
FAM104A,10.24,0.07,0.42627326
SCML1,7.08,-0.17,0.408908726
PDGFRL,4.66,0.34,0.472459118
DNAJC16,11.73,-0.06,0.419402758
OTUD1,10.27,-0.05,0.419495372
WDR18,9.52,0.05,0.426123232
MR1,10.96,-0.05,0.420389143
ZNF813,8.63,0.05,0.425585179
MGME1,9.32,0.09,0.427919798
PTMAP2,6.6,0.23,0.445030118
SPOUT1,9.5,-0.03,0.420839422
C2orf70,7.85,-0.08,0.416884204
DUSP19,10.54,-0.13,0.415344407
SUN2,11.34,0.09,0.427308356
LEAP2,2.13,0.36,0.576675532
AL021707.6,4.04,-0.42,0.373273803
ELOB,11.78,0.05,0.425120202
EPS8L1,10.88,0.11,0.428971523
TMEM140,7.02,-0.17,0.409313783
PLCH1,11.9,-0.05,0.419923588
TMEM186,7.93,0.1,0.429628698
GJB2,11.45,0.08,0.42708429
SYT2,6.96,0.12,0.433545798
KIZ,9.73,-0.07,0.418555172
THAP1,8.72,-0.12,0.414919501
RGS16,4.41,0.35,0.47876573
WASHC4,10.77,-0.09,0.418252824
PADI3,7.11,-0.13,0.412472324
RGS2,6.84,0.14,0.434415523
TCP11,6.77,-0.13,0.412538123
ZYG11B,10.7,-0.09,0.417520489
SIPA1L1,12.28,-0.03,0.421558474
TMEM44-AS1,7.17,-0.11,0.413537256
AL121768.1,#NUM!,#NUM!,#NUM!
NUTM2B-AS1,9.05,-0.09,0.417437816
SSSCA1,8.82,0.04,0.425293444
TIMM13,10.37,0.07,0.426602629
SNORA49,9,0.17,0.433559869
PODXL,11.15,-0.03,0.420761659
GALT,7.46,0.14,0.434482188
PPARD,10.22,0.03,0.42435594
LINC00612,2.8,-0.59,0.339524716
CCT4,12.41,-0.05,0.420648587
IL6R,9.87,0.04,0.425009512
AXIN2,8.98,0.1,0.428784638
TMEM42,7.95,-0.12,0.41466753
HENMT1,8.97,0.09,0.42855853
AL354719.2,3.8,0.43,0.513670389
AC060766.7,5.36,-0.24,0.398360664
C5orf15,12.05,-0.09,0.418399495
ISOC1,9.56,-0.06,0.419467844
ZNF311,6.32,-0.21,0.405259272
RNF4,10.66,0.05,0.425385657
HSBP1,12.86,-0.02,0.421456599
PSPH,10.4,-0.03,0.421362563
HELZ,12.39,-0.06,0.4198808
CEP97,12.09,-0.1,0.41826445
TPTEP1,9.05,-0.09,0.417017883
DNAH10OS,7.14,-0.14,0.411253324
WDR91,8.59,-0.09,0.417165493
MAOB,9.81,0.09,0.428445968
PANK1,8.39,0.07,0.427554431
PPP1R3D,9.47,0.08,0.427196329
SERPINF2,8.54,0.07,0.42791858
HIST1H4K,6.68,0.23,0.444730399
AC007390.2,4.36,-0.22,0.396270198
ZNF724,7.29,0.16,0.435946786
GPR146,4.8,-0.33,0.38785294
GXYLT1P4,4.14,0.15,0.446260417
AC004816.1,6.47,0.2,0.441074716
CSAD,7.24,-0.14,0.412422554
NXT2,9.55,-0.1,0.416729907
NBPF14,9.68,-0.05,0.419700492
ADGRG2,4.36,0.27,0.462374499
PSMG2,10.3,0.05,0.425860337
WDR47,10.99,-0.04,0.420910859
CREBRF,10.07,-0.08,0.418137408
EFEMP1,11.89,-0.05,0.420561864
SLAIN2,12.31,-0.08,0.419253787
CXorf38,9.71,0.06,0.425861318
SAMD10,8.21,-0.06,0.418953165
HMGA1,12.65,0.09,0.427125016
CYP2W1,6.88,0.11,0.431614438
PPME1,11.16,-0.04,0.420595151
MICAL3,10.64,0.04,0.424837386
NOMO3,7.67,-0.09,0.416027877
IGIP,8.91,-0.1,0.415895231
DLX4,6.01,-0.22,0.40239485
VAPA,12.72,-0.04,0.421145901
NUP62CL,8.71,-0.08,0.417014374
CACFD1,9.87,-0.1,0.416538376
ZNF91,11.72,-0.13,0.416382625
MRPS18B,10.45,0.03,0.424687169
NAALADL2,11.03,-0.11,0.416662352
FARP1,12.56,0.03,0.424343507
ARHGEF18,7.7,-0.1,0.415834425
COA3,10.55,0.05,0.425411245
C11orf49,11.14,0.04,0.425087558
CXCL11,2.65,0.74,0.757632586
DSEL,8.53,-0.09,0.416692296
HAUS2,9.61,-0.07,0.418502823
SIRT6,8.47,0.08,0.428215303
FAM24B,3.46,-0.39,0.370722459
ZNF81,9.22,-0.06,0.418941411
LPXN,6.53,0.1,0.431156974
RFXAP,7.75,0.09,0.429524825
AC112220.2,6.08,-0.2,0.40429236
DET1,7.99,0.12,0.431597728
FAM206A,11,-0.05,0.420050459
DMAC2,9.35,0.03,0.424515737
SLBP,10.27,0.06,0.425683612
ARID3A,7.88,0.11,0.431468448
INAVA,11.72,0.08,0.426311216
AP3M2,10.11,0.05,0.425921909
CERNA1,5.23,0.19,0.445376363
KIFC1,9.2,0.1,0.42863469
SLC25A38,9.79,0.06,0.426631594
OGG1,8.77,-0.07,0.418549532
SAE1,11.4,0.06,0.425720965
NOL4L,10.87,-0.05,0.420018129
APOBEC4,10.86,-0.08,0.418807462
TSPYL5,10.73,-0.04,0.420868966
AC244033.2,4.25,0.17,0.446979745
RORA-AS1,5.75,-0.22,0.402804867
KIF3B,13.26,-0.01,0.421925118
CAMSAP1,12.93,-0.04,0.421170327
FUT11,9.31,0.08,0.4272815
HNRNPA3P6,6.55,0.17,0.439156107
SP2-AS1,3.85,-0.42,0.371997421
AC004453.1,5.26,-0.2,0.402943122
PGM2L1,11.96,-0.08,0.41852341
ENPP3,9.24,-0.11,0.415934019
UFSP1,5.84,0.1,0.432892723
LINC01550,5.06,-0.34,0.387895073
PPFIA3,7.72,-0.09,0.415590216
EXOC1,11.21,-0.04,0.420264098
RARG,11.04,0.06,0.425822459
RPS3AP6,8.23,-0.06,0.418044859
NINL,9.74,0.07,0.426460769
GLB1L,11.37,0.03,0.424182228
CCNK,11.37,-0.04,0.420969092
AL121992.1,5,0.23,0.452992413
ZC3H14,11.33,-0.02,0.42163436
RFX3,13.52,-0.09,0.418855728
MTATP6P1,12.65,-0.16,0.415824256
CD59,14.18,-0.03,0.421163082
MDH2,12.63,0.04,0.424183051
BAIAP2L1,12.34,-0.03,0.420942662
LINC01719,5.58,0.18,0.441885329
KCTD17,8.84,0.09,0.428206716
PLK4,11.41,-0.07,0.419149618
ALDH1B1,8.68,0.07,0.42739103
MAPKAPK5-AS1,8.28,0.09,0.42907564
CLMP,5.75,-0.18,0.406287474
AC023632.2,4.72,-0.17,0.404032269
TBC1D10A,8.42,-0.02,0.421284842
SMIM20,9.29,0.06,0.426852387
AL035420.3,5.14,0.36,0.471295657
ACOX2,4.93,-0.14,0.406443224
MARCH6,13.23,-0.03,0.421056771
APOOL,10.92,-0.07,0.418997889
STAG3,6.58,0.11,0.43204799
AL356805.1,5.13,0.23,0.450497633
NDE1,10.92,0.02,0.424065365
MMACHC,9.52,0.04,0.425506095
FNDC3A,12.05,-0.08,0.419181483
IQCB1,11.12,-0.06,0.419568202
NDUFV1,11.74,0.04,0.424630361
TBC1D4,9.02,-0.07,0.41781766
MSH2,10.83,-0.03,0.421412998
MTRR,10.31,-0.04,0.420797516
TRIM6,7.12,-0.13,0.411962824
RNF217,10.79,-0.14,0.415349618
FOXA2,5.99,-0.23,0.402135468
LSM6,9.14,0.11,0.429768854
TCIM,7.69,-0.23,0.406822352
RRAGA,11.48,-0.05,0.420155838
SEPT8,10.75,0.02,0.424088047
PNO1,9.4,0.04,0.425128883
CHI3L1,8.75,0.21,0.43768513
ERCC-00144,5.92,-0.15,0.408728287
EXOSC6,10.85,-0.03,0.420709869
AC005674.2,2.22,1.15,0.841739566
CD99P1,6.89,0.17,0.438227144
FKRP,9.74,-0.06,0.41913719
AL137003.2,6.36,-0.3,0.398346602
HIST1H2APS4,3.95,-0.32,0.382696917
CNPY4,7.94,0.1,0.43061593
PRKG1,4.26,-0.72,0.350528001
AP5M1,10.97,-0.06,0.419872486
PKN3,7.51,0.11,0.431889766
AL359317.2,4.52,0.37,0.481396783
NPM2,8.28,0.12,0.431750948
JPH3,6.75,0.18,0.439589194
AC125257.1,9.56,-0.12,0.415973431
MIR600HG,9.41,-0.07,0.418821993
PLXND1,7.52,0.12,0.432184306
MROH2A,4.11,-0.2,0.397975592
SCARA3,10.64,0.05,0.425754384
OAZ2,11.23,-0.02,0.421284121
TMEM109,11.07,0.08,0.426883216
AC015871.3,5.51,-0.12,0.409957474
BICD2,11.49,0.03,0.424164772
GOLGA8B,5.65,-0.26,0.398373027
ARL6IP5,11.75,-0.07,0.418926707
SERP2,4.4,0.41,0.488559076
IRF1,10.86,-0.04,0.420890604
MAST4,12.57,-0.02,0.421734053
EXOG,7.56,0.08,0.428894274
KRT18P59,5.42,-0.18,0.405358007
CCDC85C,9.93,0.06,0.426183265
EXTL3-AS1,4.35,-0.3,0.387758175
CCDC39,7.91,-0.21,0.408552482
HDHD3,9.32,-0.05,0.419177578
ZNF30,6.81,-0.17,0.408925693
CCL28,9.3,-0.08,0.418173313
YTHDF3-AS1,5.22,-0.2,0.401500643
ERCC-00099,7.22,-0.04,0.419487565
L3MBTL4,7.66,-0.09,0.41553233
WFIKKN1,5.54,0.24,0.450039027
AC008669.1,6.24,-0.23,0.402277309
GPR180,9.83,-0.07,0.418595449
TTC16,10.14,0.07,0.426308742
ALG10,9.43,-0.06,0.419425735
ZNF706,10.41,0.04,0.425258917
FRMD4B,10.12,-0.05,0.420203336
MGAT5,12.33,0.02,0.423276074
PLCB2,9.75,0.06,0.426648903
PHLDA3,10.44,0.08,0.426767229
AIFM2,9,0.08,0.427877162
ETNK1,12.04,-0.12,0.417009276
BANF1,11.71,0.07,0.426475274
P2RX6,5.3,0.19,0.444226333
EYA3,10.95,-0.03,0.421077847
CHST15,9.9,-0.06,0.419194363
SLC9B2,7.72,-0.09,0.416555401
CPEB2,9.51,0.05,0.425719917
MT1F,7.67,-0.11,0.414615421
TBC1D30,8.75,0.06,0.426217571
SCD5,10.52,-0.04,0.420109749
GPR173,5.59,-0.17,0.406752983
HPS3,9.89,-0.06,0.418806433
SEMA3E,8.37,-0.18,0.410749552
PRKACB,9.56,-0.06,0.41867541
RUNX3,8.3,-0.11,0.414754834
CDC14A,10.89,-0.04,0.420194504
TTK,9.48,-0.08,0.417859612
DRAM2,11.09,-0.06,0.41956044
TMPRSS11D,10.7,0.08,0.426665988
CASC19,6.93,0.17,0.437560682
FXYD5,8.02,-0.11,0.415420567
ESF1,10.23,0.09,0.428202338
C10orf105,3.78,0.52,0.538777209
PLA2G4A,8.05,0.17,0.435392136
AC008074.3,4.11,0.25,0.462648704
RAB2B,9.67,-0.07,0.418926165
PRH2,5.87,-0.2,0.403650768
KIF9-AS1,6.56,0.18,0.439499208
TEF,10.18,0.05,0.425133035
AC004231.1,5.46,-0.21,0.401400148
PLA2G16,10.4,-0.03,0.420993683
CCDC66,10.38,-0.08,0.4179044
AC000123.2,3.03,0.39,0.519355429
CITED2,11.67,-0.07,0.419551672
YAF2,8.1,-0.1,0.415241087
SMAD6,6.38,-0.11,0.41362304
PCNX4,11.99,-0.05,0.419943414
LAP3,11.98,0.03,0.424427591
SMIM1,4.83,-0.33,0.388027447
LRP11,13.3,-0.04,0.42092391
KLF12,9.71,-0.05,0.419706612
NBPF2P,5.38,0.16,0.440948037
AC017002.6,3.8,0.49,0.529994828
KCNA2,6.73,0.06,0.428482904
UGGT2,9.25,-0.14,0.414572365
TRMT61A,8.57,-0.06,0.418222724
TUBB6,9.66,0.1,0.429162327
APOL2,10.03,-0.07,0.419055852
KRT80,10.48,0.08,0.427128125
AMY2B,7.88,-0.08,0.416907852
CENPC,10.66,-0.07,0.419266126
SPOCK3,7.66,0.12,0.431994703
RAB32,6.87,0.17,0.438276397
CCDC85B,8.02,0.17,0.435432537
AC073415.1,6.62,-0.17,0.409126722
CD164,14.07,-0.08,0.419674204
CNIH4,10.09,-0.07,0.419076446
ASF1B,9.65,0.07,0.426902222
AP001148.1,3.27,0.41,0.521601736
SSR2,11.3,0.04,0.424365005
SLC39A7,11.39,0.06,0.426066052
ETV5,6.47,0.13,0.435391821
AL590004.4,9.89,0.06,0.426198175
SF3B2,13.52,0.02,0.423792402
TGFBR3L,3.44,-0.43,0.364948132
AL163051.1,9.36,-0.05,0.420007086
OXGR1,5.96,-0.12,0.410883289
ERCC-00136,12.93,-0.06,0.420290519
SDHA,12.39,0.06,0.425473096
CTSV,7.42,0.13,0.432609612
SND1,12.14,0.04,0.424884625
AL035530.2,5.13,0.15,0.441454346
IFT122,11.94,-0.05,0.419932526
NUP43,10.76,0.05,0.424997083
LINC00680,5.91,0.09,0.43106137
ATG3,10.71,-0.04,0.420509646
PLPPR3,11.94,-0.12,0.416962711
FAM45A,9.7,0.05,0.425658665
ZNF444,9.81,0.07,0.426827984
LINC01836,5.81,0.14,0.437278008
EDEM1,11,0.05,0.425300755
INA,4.3,0.21,0.453173592
RICTOR,11.47,-0.1,0.41770328
SLC25A42,8.04,0.14,0.433590569
SNRPA,10.34,0.08,0.42718751
AP003119.3,5.36,-0.3,0.393018611
SLC35E3,9.53,0.07,0.426951305
AP1G1,12.88,-0.04,0.420868133
PDGFC,8.74,-0.11,0.415987774
RPS28P7,6.98,0.16,0.435987845
GPC4,11.39,-0.04,0.420302021
LDOC1,8.95,-0.09,0.416538845
IGFBPL1,5.87,0.14,0.43785668
CASC15,6.96,0.09,0.430892246
PDE4D,10.41,-0.09,0.41810351
AC013470.2,9.5,-0.18,0.412112567
EFHC2,11.56,-0.06,0.42001288
ENC1,10.85,0.02,0.424074734
ALS2,11.24,-0.03,0.421116383
DENND4B,9.06,0.08,0.428274372
DCAF4,7.81,0.13,0.432083352
TADA3,11.51,0.06,0.426030112
BUB1,10.89,-0.08,0.418470329
PKM,14.75,0.07,0.425679267
PEX11A,9.15,-0.06,0.419328676
NBPF3,8.95,-0.05,0.419035376
AL132780.2,5.6,0.24,0.448904837
HACE1,9.02,0.07,0.427635119
ARHGAP27P1-BPTFP1-KPNA2P3,5.1,-0.13,0.407953528
LRRIQ3,8.94,-0.16,0.412676803
FAM227B,8.57,-0.05,0.419322724
ASAH2B,7.87,-0.1,0.415500632
LMNA,13.11,0.07,0.425469463
PAQR8,9.39,-0.06,0.418604043
ASAP3,9.63,0.08,0.427120377
MOCS1,5.83,0.3,0.456161166
SIX4,12.06,-0.08,0.419184233
C2orf27A,5.79,0.26,0.451852977
SLC44A5,9.56,-0.13,0.41540169
TRAM2-AS1,7.6,-0.15,0.412195079
Z99129.3,1.83,-0.78,0.29696205
C9orf147,4.8,-0.24,0.39720772
AC092892.1,9.15,-0.13,0.415085356
MFSD1,11.54,0.04,0.425002226
HIST1H2BL,9.72,0.09,0.428505354
CRKL,11.73,0.04,0.424632583
HOXA1,7.19,-0.17,0.410159123
ALPL,9.47,0.13,0.430819732
CTHRC1,6.35,0.13,0.434968421
PXK,9.03,-0.05,0.419067519
DENND2C,11.24,-0.04,0.420949325
SNX25,9.53,-0.08,0.417490827
CACNA1D,9.59,0.04,0.424673788
SLC9A7,9.67,0.07,0.426888243
AC008771.1,9.53,-0.07,0.418865954
PTP4A1,12.01,-0.1,0.418236925
DZIP3,13.35,-0.07,0.419937659
ZNF511,7.89,0.16,0.434854486
SUCLG2,11.58,0.03,0.423819615
CTC1,8.76,0.06,0.426212726
BIK,9.49,0.04,0.42469557
IRGQ,11.49,0.03,0.424501789
PTMA,15.5,0.03,0.424021597
POLD1,9.36,0.09,0.428313376
AC004870.2,4.26,-0.26,0.390608498
DIEXF,10.48,-0.05,0.419557701
HMGCR,12.53,0.04,0.424504834
ORMDL1,9.76,-0.11,0.416674397
COG8.1,9.2,-0.06,0.419347033
NAA35,10.61,-0.04,0.420131179
ADAMTS3,7.03,0.19,0.439216954
PDE11A,4.44,-0.26,0.391697234
PRRG1,7.43,0.08,0.429008517
KRTCAP2,2.32,-1.08,0.288648829
AC084036.1,4.68,-0.26,0.393128423
